id_discussion,title,link,score,answer_count,view_count,creation_date,tags,Category
73829866,RuntimeError: memory access out of bounds in WASM,https://stackoverflow.com/questions/73829866/runtimeerror-memory-access-out-of-bounds-in-wasm,2,0,1730,2022/9/23 23:17,"rust, webassembly, wasm-bindgen, rust-wasm, wasm-pack",Corrective
71408715,Receiving &quot;Phantom - RPC Error: Transaction creation failed&quot; while building solana escrow with @solana/web3.js,https://stackoverflow.com/questions/71408715/receiving-phantom-rpc-error-transaction-creation-failed-while-building-sola,0,2,1701,2022/3/9 19:36,"solana, solana-web3js, escrow",Corrective
72228482,AnchorError occurred. Error Code: InstructionFallbackNotFound. Error Number: 101. Error Message: Fallback functions are not supported,https://stackoverflow.com/questions/72228482/anchorerror-occurred-error-code-instructionfallbacknotfound-error-number-101,3,3,1655,2022/5/13 18:57,"solana, anchor-solana",Corrective
71063484,TypeError: Cannot read properties of undefined (reading &#39;format&#39;),https://stackoverflow.com/questions/71063484/typeerror-cannot-read-properties-of-undefined-reading-format,-1,1,1646,2022/2/10 18:28,"reactjs, nearprotocol, assemblyscript, near-sdk-as",Corrective
71951200,"Anchor,Solana -&gt; failed to send transaction: Transaction simulation failed Custom Error 0x0",https://stackoverflow.com/questions/71951200/anchor-solana-failed-to-send-transaction-transaction-simulation-failed-custo,0,0,1596,2022/4/21 16:27,"solana, solana-web3js, anchor-solana",Corrective
71369312,[Solana / Solana/Web3.js]Unable to Airdrop Sol. Internal Error is thrown,https://stackoverflow.com/questions/71369312/solana-solana-web3-jsunable-to-airdrop-sol-internal-error-is-thrown,1,2,1564,2022/3/6 18:05,"blockchain, smartcontracts, solana, solana-web3js",Corrective
71178182,"ExecutionError:Smart contract panicked:panicked at Cannot deserialize the contract state.:Custom kind:InvalidInput,error:&quot;Unexpected length of input&quot;",https://stackoverflow.com/questions/71178182/executionerrorsmart-contract-panickedpanicked-at-cannot-deserialize-the-contra,3,1,1557,2022/2/19 2:21,"rust, nearprotocol, near",Corrective
73175861,No default signer found when checking the balance of a wallet,https://stackoverflow.com/questions/73175861/no-default-signer-found-when-checking-the-balance-of-a-wallet,2,1,1425,2022/7/30 21:03,solana,Corrective
70929533,ExecutionError&quot;:&quot;Smart contract panicked: panicked at &#39;Should be initialized before usage&#39; error while running test:deploy [NEAR PROTOCOL],https://stackoverflow.com/questions/70929533/executionerrorsmart-contract-panicked-panicked-at-should-be-initialized-bef,1,3,1418,2022/2/1 0:36,"javascript, testing, rust, smartcontracts, nearprotocol",Corrective
68915222,`solana airdrop 10 &lt;pub-key&gt;` Error: connection timed out,https://stackoverflow.com/questions/68915222/solana-airdrop-10-pub-key-error-connection-timed-out,3,1,1409,2021/8/25 7:47,solana,Corrective
70787135,Uncaught ReferenceError: __VITE_IS_MODERN__ is not defined,https://stackoverflow.com/questions/70787135/uncaught-referenceerror-vite-is-modern-is-not-defined,1,1,1391,2022/1/20 21:32,"reactjs, yarnpkg, vite, solana, solana-web3js",Corrective
70603521,Getting error on running test validator for solana,https://stackoverflow.com/questions/70603521/getting-error-on-running-test-validator-for-solana,0,1,1387,2022/1/6 14:57,"blockchain, bzip2, solana, solana-cli, solana-web3js",Corrective
72009708,How can I fix the issue of &quot;TypeError: mint.toBuffer is not a function&quot;?,https://stackoverflow.com/questions/72009708/how-can-i-fix-the-issue-of-typeerror-mint-tobuffer-is-not-a-function,2,1,1338,2022/4/26 15:08,"solana, solana-web3js",Corrective
71692880,ModuleNotFoundError: No module named &#39;solana.rpc&#39;; &#39;solana&#39; is not a package,https://stackoverflow.com/questions/71692880/modulenotfounderror-no-module-named-solana-rpc-solana-is-not-a-package,0,1,1278,2022/3/31 20:56,"python, token, blockchain, solana",Corrective
70269192,Customized candy machine: ProgramError: 102: The program could not deserialize the given instruction,https://stackoverflow.com/questions/70269192/customized-candy-machine-programerror-102-the-program-could-not-deserialize-t,0,3,1260,2021/12/8 10:25,"rust, solana, metaplex, candy-machine",Corrective
70011947,Solana Rust smart contract build error: build failed,https://stackoverflow.com/questions/70011947/solana-rust-smart-contract-build-error-build-failed,-1,3,1226,2021/11/18 5:43,"rust, smartcontracts, solana",Corrective
71181344,Metaplex Candy machine mainnet NFT depoly issue,https://stackoverflow.com/questions/71181344/metaplex-candy-machine-mainnet-nft-depoly-issue,1,2,1223,2022/2/19 8:32,"upload, solana, nft, metaplex, candy-machine",Corrective
74296639,SendTransactionError: failed to send transaction: Transaction simulation failed: Error processing Instruction 0: custom program error: 0x3f,https://stackoverflow.com/questions/74296639/sendtransactionerror-failed-to-send-transaction-transaction-simulation-failed,0,1,1197,2022/11/3 7:26,"typescript, solana, solana-web3js, solana-transaction-instruction",Corrective
71550390,Error: Provider does not have a request or send method to use,https://stackoverflow.com/questions/71550390/error-provider-does-not-have-a-request-or-send-method-to-use,0,0,1129,2022/3/21 4:26,"blockchain, web3js, metamask, avalanche",Corrective
64195669,rust-lld: error: unable to find library -lpq,https://stackoverflow.com/questions/64195669/rust-lld-error-unable-to-find-library-lpq,0,1,1103,2020/10/4 22:10,"postgresql, rust, webassembly, rust-diesel, wasm-bindgen",Corrective
69189945,Typescript error in the Solana chain. (Solana transaction in testnet),https://stackoverflow.com/questions/69189945/typescript-error-in-the-solana-chain-solana-transaction-in-testnet,1,0,1098,2021/9/15 16:52,"typescript, solana",Corrective
70318379,Solana create_candy_machine result in custom program error: 0x8f,https://stackoverflow.com/questions/70318379/solana-create-candy-machine-result-in-custom-program-error-0x8f,0,1,1096,2021/12/12 3:33,"solana, metaplex, candy-machine",Corrective
71411047,Solana CPI Invocation Error. Error: Error processing Instruction 0: Cross-program invocation with unauthorised signer or writable account,https://stackoverflow.com/questions/71411047/solana-cpi-invocation-error-error-error-processing-instruction-0-cross-progra,2,1,1078,2022/3/9 22:35,"solana, solana-cli, anchor-solana, solana-transaction-instruction",Corrective
71110199,Error when trying to build rust project with cargo build-bpf,https://stackoverflow.com/questions/71110199/error-when-trying-to-build-rust-project-with-cargo-build-bpf,0,1,1062,2022/2/14 18:17,"rust, blockchain, rust-cargo, solana, solana-cli",Corrective
70757282,Stack error caused working with anchor on solana,https://stackoverflow.com/questions/70757282/stack-error-caused-working-with-anchor-on-solana,0,1,1050,2022/1/18 22:31,"stack, anchor, solana",Corrective
72407018,"Uncaught (in promise) ReferenceError: Buffer is not defined. Using Phantom Wallet, Solana and React to make a transaction",https://stackoverflow.com/questions/72407018/uncaught-in-promise-referenceerror-buffer-is-not-defined-using-phantom-walle,3,2,1049,2022/5/27 22:33,"javascript, reactjs, solana, solana-web3js, phantom-wallet",Corrective
62580965,"Error serializing struct: Expected struct JsValue, found Struct Error",https://stackoverflow.com/questions/62580965/error-serializing-struct-expected-struct-jsvalue-found-struct-error,1,2,1041,2020/6/26 1:23,"rust, wasm-bindgen",Corrective
69997299,Solana airdrop tcp error in localhost network,https://stackoverflow.com/questions/69997299/solana-airdrop-tcp-error-in-localhost-network,1,1,1030,2021/11/17 7:33,solana,Corrective
72847516,Solana Rust (Anchor): TypeError: Cannot read properties of undefined (reading &#39;_bn&#39;),https://stackoverflow.com/questions/72847516/solana-rust-anchor-typeerror-cannot-read-properties-of-undefined-reading,0,1,1026,2022/7/3 22:58,"javascript, reactjs, rust, anchor, solana",Corrective
70789987,Uncaught (in promise) Error: Transaction fee payer required,https://stackoverflow.com/questions/70789987/uncaught-in-promise-error-transaction-fee-payer-required,4,1,1018,2022/1/21 0:34,"javascript, solana, solana-web3js, phantom-wallet",Corrective
69286794,How to solve Solana custom spl token create error,https://stackoverflow.com/questions/69286794/how-to-solve-solana-custom-spl-token-create-error,0,1,980,2021/9/22 23:00,solana,Corrective
71467324,"Calling solana (anchor) program . No Errors, But lamports not transferring between accounts as requested",https://stackoverflow.com/questions/71467324/calling-solana-anchor-program-no-errors-but-lamports-not-transferring-betwe,1,1,976,2022/3/14 19:53,"solana, anchor-solana, solana-program-library, solana-transaction-instruction",Corrective
73141851,TransactionExpiredBlockheightExceededError - how should we handle this on the front-end,https://stackoverflow.com/questions/73141851/transactionexpiredblockheightexceedederror-how-should-we-handle-this-on-the-fr,1,1,976,2022/7/28 0:54,"transactions, solana, solana-web3js, anchor-solana, solana-transaction-instruction",Corrective
70849416,BorshDeserialize gives try_from_slice error,https://stackoverflow.com/questions/70849416/borshdeserialize-gives-try-from-slice-error,1,1,965,2022/1/25 21:26,"rust, deserialization, solana",Corrective
70469579,custom program error: 0xbbf on anchor framework solana,https://stackoverflow.com/questions/70469579/custom-program-error-0xbbf-on-anchor-framework-solana,2,1,944,2021/12/24 12:30,solana,Corrective
64146392,Is it possible to issue token with 0 transaction fees?,https://stackoverflow.com/questions/64146392/is-it-possible-to-issue-token-with-0-transaction-fees,0,2,932,2020/10/1 6:04,"blockchain, ethereum, cryptocurrency, eos, tron",Corrective
72302043,Error: 410 Gone: &quot;The RPC call or parameters have been disabled.&quot;,https://stackoverflow.com/questions/72302043/error-410-gone-the-rpc-call-or-parameters-have-been-disabled,2,1,932,2022/5/19 17:30,"web3js, solana, nft, solana-web3js, candy-machine",Corrective
71241996,Solana Anchor deploy error. bump targets should not be provided with init. please use bump without a target,https://stackoverflow.com/questions/71241996/solana-anchor-deploy-error-bump-targets-should-not-be-provided-with-init-pleas,0,1,931,2022/2/24 2:03,"deployment, anchor, solana",Corrective
71536050,Transfer error using Phantom Wallet when using signAndSendTransaction function,https://stackoverflow.com/questions/71536050/transfer-error-using-phantom-wallet-when-using-signandsendtransaction-function,1,2,927,2022/3/19 15:01,"javascript, solana, solana-web3js",Corrective
68309469,NEAR smart contract rust Error: &quot;Cannot deserialize value with Borsh&quot;,https://stackoverflow.com/questions/68309469/near-smart-contract-rust-error-cannot-deserialize-value-with-borsh,4,2,900,2021/7/9 7:00,"rust, blockchain, smartcontracts, nearprotocol",Corrective
72664932,Program returned error: custom program error: 0x179d on Solana,https://stackoverflow.com/questions/72664932/program-returned-error-custom-program-error-0x179d-on-solana,3,2,897,2022/6/18 5:25,solana,Corrective
73285163,"&quot;CompileError: WebAssembly.instantiateStreaming(): Wasm code generation disallowed by embedder&quot; In chrome v103+, not occurring in v101",https://stackoverflow.com/questions/73285163/compileerror-webassembly-instantiatestreaming-wasm-code-generation-disallow,1,1,881,2022/8/9 7:50,"google-chrome, google-chrome-extension, webassembly, wasm-bindgen",Corrective
69367973,Near Protocol FunctionCallError(MethodResolveError(MethodNotFound)),https://stackoverflow.com/questions/69367973/near-protocol-functioncallerrormethodresolveerrormethodnotfound,5,1,871,2021/9/29 4:13,"nearprotocol, near",Corrective
71258757,"Uncaught (in promise) Error: Objects are not valid as a React chid. If you meant to render a collection of children, use an array instead",https://stackoverflow.com/questions/71258757/uncaught-in-promise-error-objects-are-not-valid-as-a-react-chid-if-you-meant,0,2,866,2022/2/25 6:00,"reactjs, polkadot, polkadot-js",Corrective
72249721,Testing base code with wasm-pack test throws &quot;use of undeclared crate or module&quot; error,https://stackoverflow.com/questions/72249721/testing-base-code-with-wasm-pack-test-throws-use-of-undeclared-crate-or-module,1,1,865,2022/5/15 23:34,"unit-testing, testing, rust, wasm-bindgen",Corrective
70901297,Calling an anchor (solana) program through classic javascript ? custom program error: 0x64,https://stackoverflow.com/questions/70901297/calling-an-anchor-solana-program-through-classic-javascript-custom-program-e,0,1,862,2022/1/29 7:15,"solana, anchor-solana, solana-program-library",Corrective
71224968,TypeError: y.pubkey.toBase58 is not a function,https://stackoverflow.com/questions/71224968/typeerror-y-pubkey-tobase58-is-not-a-function,0,1,861,2022/2/23 0:34,"javascript, web3js, solana, solana-web3js",Corrective
71738386,Instruction: SetAuthority Error: owner does not match,https://stackoverflow.com/questions/71738386/instruction-setauthority-error-owner-does-not-match,0,1,854,2022/4/4 21:48,"solana, metaplex, anchor-solana, solana-program-library",Corrective
72120876,Anchor/Solana error 0xbc2 (3010) -- The given account did not sign,https://stackoverflow.com/questions/72120876/anchor-solana-error-0xbc2-3010-the-given-account-did-not-sign,0,1,853,2022/5/5 8:56,"solana, anchor-solana",Corrective
70630411,How can fix anchor test error after installing rust?,https://stackoverflow.com/questions/70630411/how-can-fix-anchor-test-error-after-installing-rust,1,1,836,2022/1/8 15:30,"rust, solana, anchor-solana, solana-cli, rustup",Corrective
65600537,Error while build error[E0282]: type annotations needed,https://stackoverflow.com/questions/65600537/error-while-build-errore0282-type-annotations-needed,1,3,833,2021/1/7 1:29,"substrate, polkadot",Corrective
70902488,Solana &quot;Exec format error&quot; When Building Hello World,https://stackoverflow.com/questions/70902488/solana-exec-format-error-when-building-hello-world,0,1,829,2022/1/29 13:12,"rust, solana",Corrective
70809918,Command line errors while using cargo build,https://stackoverflow.com/questions/70809918/command-line-errors-while-using-cargo-build,2,1,819,2022/1/22 12:10,"rust, rust-cargo, solana, solana-cli",Corrective
72868868,Solana web3.js Transaction ReferenceError: Can&#39;t find variable: Buffer,https://stackoverflow.com/questions/72868868/solana-web3-js-transaction-referenceerror-cant-find-variable-buffer,0,1,818,2022/7/5 19:43,"transactions, buffer, solana",Corrective
