id_discussion,title,link,score,answer_count,view_count,creation_date,tags,Category
72414999,how to verify the signature of a message in phantom solana?,https://stackoverflow.com/questions/72414999/how-to-verify-the-signature-of-a-message-in-phantom-solana,5,2,4538,2022/5/28 18:45,"javascript, solana, solana-web3js, phantom-wallet",Uncategorized
69352688,Get the list of assets associated to a Solana wallet address,https://stackoverflow.com/questions/69352688/get-the-list-of-assets-associated-to-a-solana-wallet-address,3,1,4490,2021/9/28 4:06,"typescript, solana, solana-web3js",Uncategorized
70862972,Solana websocket RPC with @solana/web3.js,https://stackoverflow.com/questions/70862972/solana-websocket-rpc-with-solana-web3-js,5,2,4449,2022/1/26 19:49,"websocket, solana, solana-web3js",Uncategorized
71055201,How to solve cargo build-bpf not working?,https://stackoverflow.com/questions/71055201/how-to-solve-cargo-build-bpf-not-working,1,1,4447,2022/2/10 2:55,"rust, rust-cargo, solana",Uncategorized
71171432,get solana transaction-history for a given address - based on date range,https://stackoverflow.com/questions/71171432/get-solana-transaction-history-for-a-given-address-based-on-date-range,1,1,4365,2022/2/18 17:52,"blockchain, solana",Uncategorized
69784046,Unable to deploy config to Solana network,https://stackoverflow.com/questions/69784046/unable-to-deploy-config-to-solana-network,4,3,4355,2021/10/31 12:58,"solana, metaplex",Uncategorized
70675404,Cross-program invocation with unauthorized signer or writable account,https://stackoverflow.com/questions/70675404/cross-program-invocation-with-unauthorized-signer-or-writable-account,2,1,4156,2022/1/12 9:40,"python, solana",Uncategorized
71119753,Solana Test Program Anchor Test failing tsconfig.json&quot; &gt; needs an import assertion of type &quot;json&quot;,https://stackoverflow.com/questions/71119753/solana-test-program-anchor-test-failing-tsconfig-json-needs-an-import-asserti,14,2,4155,2022/2/15 8:13,"testing, rust, anchor, smartcontracts, solana",Uncategorized
69448716,Transactions using solana python,https://stackoverflow.com/questions/69448716/transactions-using-solana-python,0,1,4054,2021/10/5 18:18,"python, solana",Uncategorized
61767863,wasm-bindgen: command not found even though wasm-pack is installed (0.8.1),https://stackoverflow.com/questions/61767863/wasm-bindgen-command-not-found-even-though-wasm-pack-is-installed-0-8-1,0,3,4011,2020/5/13 14:35,"wasm-bindgen, wasm-pack",Uncategorized
71598808,Why is &quot;anchor build&quot; and &quot;Cargo build-bpf&quot; showing wrong rustc version?,https://stackoverflow.com/questions/71598808/why-is-anchor-build-and-cargo-build-bpf-showing-wrong-rustc-version,3,2,3975,2022/3/24 15:57,"rust, rust-cargo, solana, bpf, anchor-solana",Uncategorized
70741947,How to transfer NFTs from Solana Wallet programmatically,https://stackoverflow.com/questions/70741947/how-to-transfer-nfts-from-solana-wallet-programmatically,4,1,3960,2022/1/17 21:12,"blockchain, solana, nft",Uncategorized
53480465,Write to file within WebAssembly,https://stackoverflow.com/questions/53480465/write-to-file-within-webassembly,2,1,3897,2018/11/26 19:48,"javascript, webassembly, wasm-bindgen",Uncategorized
72330340,solana web3 confirmTransaction @deprecated using a TransactionConfirmationConfig example,https://stackoverflow.com/questions/72330340/solana-web3-confirmtransaction-deprecated-using-a-transactionconfirmationconfig,17,1,3869,2022/5/21 22:12,"typescript, solana, solana-web3js",Uncategorized
68841171,How to sign token transaction in Serum Anchor,https://stackoverflow.com/questions/68841171/how-to-sign-token-transaction-in-serum-anchor,5,1,3864,2021/8/19 10:06,"rust, anchor, solana",Uncategorized
71359866,How get all the NFTs in a collection in Solana?,https://stackoverflow.com/questions/71359866/how-get-all-the-nfts-in-a-collection-in-solana,9,2,3826,2022/3/5 13:52,"solana, nft, solana-web3js",Uncategorized
70138221,Proper way to initialize PDAs within the Solana Anchor framework,https://stackoverflow.com/questions/70138221/proper-way-to-initialize-pdas-within-the-solana-anchor-framework,8,1,3804,2021/11/28 3:53,"typescript, rust, blockchain, anchor, solana",Uncategorized
71217530,I want to get the address from mnemonic with the proper derivation path,https://stackoverflow.com/questions/71217530/i-want-to-get-the-address-from-mnemonic-with-the-proper-derivation-path,4,1,3771,2022/2/22 15:41,"python, blockchain, public-key, solana, mnemonics",Uncategorized
54348108,Is it possible to do dynamic linking in WebAssembly with Rust?,https://stackoverflow.com/questions/54348108/is-it-possible-to-do-dynamic-linking-in-webassembly-with-rust,19,2,3764,2019/1/24 21:45,"rust, webassembly, wasm-bindgen",Uncategorized
69701491,Add Meta Data To Solana Token with @solana/web3.js,https://stackoverflow.com/questions/69701491/add-meta-data-to-solana-token-with-solana-web3-js,10,2,3683,2021/10/25 7:25,"javascript, node.js, cryptocurrency, solana, nft",Uncategorized
68748932,Solana Anchor: How to make #[account(seeds)] for/ read associated accounts?,https://stackoverflow.com/questions/68748932/solana-anchor-how-to-make-accountseeds-for-read-associated-accounts,4,1,3604,2021/8/12 5:06,"rust, solana",Uncategorized
69693420,solana install on Ubuntu - where is it installed to?,https://stackoverflow.com/questions/69693420/solana-install-on-ubuntu-where-is-it-installed-to,1,2,3579,2021/10/24 10:20,solana,Uncategorized
60456142,&quot;Missing exports&quot; when bundling wasm with rollup,https://stackoverflow.com/questions/60456142/missing-exports-when-bundling-wasm-with-rollup,4,2,3574,2020/2/29 0:53,"typescript, npm, webassembly, rollup, wasm-pack",Uncategorized
65558037,"The trait `IntoWasmAbi` is not implemented for `HashMap&lt;i32, i32&gt;",https://stackoverflow.com/questions/65558037/the-trait-intowasmabi-is-not-implemented-for-hashmapi32-i32,4,0,3529,2021/1/4 13:28,"rust, webassembly, rust-cargo, wasm-bindgen, rust-wasm",Uncategorized
69609838,How to get Solana Account Info and-or SOL Balance using Vanilla JS and JSON-RPC via Phantom wallet integration?,https://stackoverflow.com/questions/69609838/how-to-get-solana-account-info-and-or-sol-balance-using-vanilla-js-and-json-rpc,2,2,3525,2021/10/18 9:25,"javascript, web3js, solana, json-rpc",Uncategorized
66397775,How do I make an HTTP request within a wasm_bindgen function in Rust?,https://stackoverflow.com/questions/66397775/how-do-i-make-an-http-request-within-a-wasm-bindgen-function-in-rust,4,3,3434,2021/2/27 18:24,"node.js, rust, webassembly, wasm-bindgen, reqwest",Uncategorized
72618553,How to import a WASM module in WASM (Rust) and pass a String parameter,https://stackoverflow.com/questions/72618553/how-to-import-a-wasm-module-in-wasm-rust-and-pass-a-string-parameter,9,1,3415,2022/6/14 22:14,"rust, webassembly, wasm-bindgen",Uncategorized
69875462,Installing Anchor on a MacOS -&gt; Anchor versions are not matching up,https://stackoverflow.com/questions/69875462/installing-anchor-on-a-macos-anchor-versions-are-not-matching-up,6,1,3394,2021/11/8 2:37,solana,Uncategorized
69139474,How to call a solana program with multiple signers,https://stackoverflow.com/questions/69139474/how-to-call-a-solana-program-with-multiple-signers,1,3,3371,2021/9/11 10:03,"rust, blockchain, solana",Uncategorized
71311147,Fetch all the metadata of an NFT collection,https://stackoverflow.com/questions/71311147/fetch-all-the-metadata-of-an-nft-collection,1,1,3354,2022/3/1 23:51,"metadata, solana, metaplex",Uncategorized
69240103,How can I read buffer data from the type script?(Solana),https://stackoverflow.com/questions/69240103/how-can-i-read-buffer-data-from-the-type-scriptsolana,1,2,3286,2021/9/19 11:44,"node.js, typescript, solana",Uncategorized
64507718,Why does wasm-opt fail in wasm-pack builds when generating a function returning a string?,https://stackoverflow.com/questions/64507718/why-does-wasm-opt-fail-in-wasm-pack-builds-when-generating-a-function-returning,14,1,3286,2020/10/24 5:51,"rust, webassembly, wasm-bindgen, wasm-pack, rust-wasm",Uncategorized
71595031,Properly Convert Lamports to SOL,https://stackoverflow.com/questions/71595031/properly-convert-lamports-to-sol,1,4,3224,2022/3/24 6:53,"javascript, solana",Uncategorized
68870628,How do I set up the logging for solana-test-validator?,https://stackoverflow.com/questions/68870628/how-do-i-set-up-the-logging-for-solana-test-validator,4,1,3222,2021/8/21 14:17,"rust, rust-cargo, solana",Uncategorized
70024541,"Solana, how to send a NFT (spl token) to another wallet using javascript/wallets",https://stackoverflow.com/questions/70024541/solana-how-to-send-a-nft-spl-token-to-another-wallet-using-javascript-wallets,0,1,3200,2021/11/19 1:53,"token, blockchain, solana, nft",Uncategorized
70727499,Get Balance and all custom token list of Solana tokens in Wallet,https://stackoverflow.com/questions/70727499/get-balance-and-all-custom-token-list-of-solana-tokens-in-wallet,1,1,3091,2022/1/16 12:57,"solana, solana-web3js",Uncategorized
69596360,Get Current TimeStamp,https://stackoverflow.com/questions/69596360/get-current-timestamp,3,1,3051,2021/10/16 22:09,"rust, timestamp, clock, solana",Uncategorized
70297197,How to create a staking smart contract?,https://stackoverflow.com/questions/70297197/how-to-create-a-staking-smart-contract,-1,2,3027,2021/12/10 5:54,"blockchain, smartcontracts, solana",Uncategorized
65216511,Polkadot App js UI - &quot;waiting to make a connection to the remote endpoint and finishing API initialization,https://stackoverflow.com/questions/65216511/polkadot-app-js-ui-waiting-to-make-a-connection-to-the-remote-endpoint-and-fi,1,2,3015,2020/12/9 20:09,"substrate, polkadot-js",Uncategorized
68645162,What is the Solana pattern for creating a transfer account the program can use to execute a contract payment?,https://stackoverflow.com/questions/68645162/what-is-the-solana-pattern-for-creating-a-transfer-account-the-program-can-use-t,8,1,2999,2021/8/4 11:52,"javascript, rust, blockchain, solana",Uncategorized
65037777,How to convert exported Cosmos SDK private key to format that can be imported by Keplr or Metamask?,https://stackoverflow.com/questions/65037777/how-to-convert-exported-cosmos-sdk-private-key-to-format-that-can-be-imported-by,2,1,2993,2020/11/27 20:58,"cryptography, blockchain, tendermint, cosmos-sdk",Uncategorized
70748390,What does &quot;invalid account discriminator&quot; mean in Anchor?,https://stackoverflow.com/questions/70748390/what-does-invalid-account-discriminator-mean-in-anchor,7,4,2985,2022/1/18 6:47,"solana, anchor-solana",Uncategorized
68744958,Solana - Commitment vs preflightCommitment,https://stackoverflow.com/questions/68744958/solana-commitment-vs-preflightcommitment,11,1,2963,2021/8/11 23:32,solana,Uncategorized
71451583,Best practice of sending multiple dependent transaction [solana] [web3js],https://stackoverflow.com/questions/71451583/best-practice-of-sending-multiple-dependent-transaction-solana-web3js,3,2,2962,2022/3/13 0:55,"web3js, solana",Uncategorized
51423884,How to push transaction in EOS?,https://stackoverflow.com/questions/51423884/how-to-push-transaction-in-eos,1,1,2959,2018/7/19 21:25,"request, blockchain, eos",Uncategorized
68649567,solana-test-validator: No such file or directory panic,https://stackoverflow.com/questions/68649567/solana-test-validator-no-such-file-or-directory-panic,4,2,2951,2021/8/4 18:23,solana,Uncategorized
68735831,How can I create randomness with Solana?,https://stackoverflow.com/questions/68735831/how-can-i-create-randomness-with-solana,6,4,2936,2021/8/11 11:56,solana,Uncategorized
70206015,Solana / web3.js : getting web3.Signer from wallet,https://stackoverflow.com/questions/70206015/solana-web3-js-getting-web3-signer-from-wallet,4,1,2931,2021/12/3 4:22,"typescript, web3js, wallet, solana, metaplex",Uncategorized
68733137,How do Solana Rust smart contracts handle arrays and vectors?,https://stackoverflow.com/questions/68733137/how-do-solana-rust-smart-contracts-handle-arrays-and-vectors,3,2,2904,2021/8/11 4:28,"arrays, vector, rust, solana",Uncategorized
69859540,TradingView Chart Library not working on production,https://stackoverflow.com/questions/69859540/tradingview-chart-library-not-working-on-production,3,0,2897,2021/11/6 5:41,"reactjs, cryptocurrency, solana",Uncategorized
68774356,Solana Anchor how to define custom types with array of structs?,https://stackoverflow.com/questions/68774356/solana-anchor-how-to-define-custom-types-with-array-of-structs,1,1,2888,2021/8/13 22:49,"rust, solana",Uncategorized
71993298,Updating Solana NFT metadata,https://stackoverflow.com/questions/71993298/updating-solana-nft-metadata,3,1,2881,2022/4/25 8:03,"solana, metaplex",Uncategorized
69119382,Failing in convert a mnemonic to a seed for a solana wallet,https://stackoverflow.com/questions/69119382/failing-in-convert-a-mnemonic-to-a-seed-for-a-solana-wallet,1,1,2868,2021/9/9 21:47,"node.js, blockchain, wallet, solana",Uncategorized
68915470,Solana Rent Exemption,https://stackoverflow.com/questions/68915470/solana-rent-exemption,4,1,2851,2021/8/25 8:31,solana,Uncategorized
55112054,How to dump wasm?,https://stackoverflow.com/questions/55112054/how-to-dump-wasm,3,3,2781,2019/3/12 7:49,"webassembly, wasm-bindgen",Uncategorized
69334835,Get Avalanche block data by block hash with web3.py,https://stackoverflow.com/questions/69334835/get-avalanche-block-data-by-block-hash-with-web3-py,4,1,2779,2021/9/26 20:15,"python, ethereum, web3py, avalanche",Uncategorized
69618496,how can i get the symbol/name of a token in solana using solana web3 js?,https://stackoverflow.com/questions/69618496/how-can-i-get-the-symbol-name-of-a-token-in-solana-using-solana-web3-js,0,1,2777,2021/10/18 23:15,"javascript, blockchain, smartcontracts, solana, metaplex",Uncategorized
71416641,How to transfer (using Program instructions) custom SPL token from my own account to another user&#39;s wallet?,https://stackoverflow.com/questions/71416641/how-to-transfer-using-program-instructions-custom-spl-token-from-my-own-accoun,6,1,2775,2022/3/10 6:19,"solana, solana-web3js, solana-cli, solana-program-library, solana-transaction-instruction",Uncategorized
72952040,What is an epoch in solana?,https://stackoverflow.com/questions/72952040/what-is-an-epoch-in-solana,3,2,2771,2022/7/12 20:07,"blockchain, solana, solana-web3js, solana-program-library",Uncategorized
71086845,Solana token transfer using Anchor,https://stackoverflow.com/questions/71086845/solana-token-transfer-using-anchor,6,2,2726,2022/2/12 5:44,"solana, anchor-solana",Uncategorized
63899101,How to get the Polkadot address from the polkadot public key? Polkadot.js,https://stackoverflow.com/questions/63899101/how-to-get-the-polkadot-address-from-the-polkadot-public-key-polkadot-js,2,1,2712,2020/9/15 17:37,"cryptography, blockchain, substrate, polkadot, polkadot-js",Uncategorized
68821496,Solana Anchor How to withdraw tokens from program account to user account?,https://stackoverflow.com/questions/68821496/solana-anchor-how-to-withdraw-tokens-from-program-account-to-user-account,1,1,2692,2021/8/18 1:13,"rust, solana",Uncategorized
63685722,How to query for Polkadot transaction info using only txHash?,https://stackoverflow.com/questions/63685722/how-to-query-for-polkadot-transaction-info-using-only-txhash,1,1,2674,2020/9/1 18:15,"blockchain, cryptocurrency, substrate, polkadot, polkadot-js",Uncategorized
70687744,How to send SOL with a solana rust contract,https://stackoverflow.com/questions/70687744/how-to-send-sol-with-a-solana-rust-contract,4,1,2656,2022/1/13 4:03,"rust, blockchain, smartcontracts, solana",Uncategorized
70693497,How to get random number in Solana on-chain program?,https://stackoverflow.com/questions/70693497/how-to-get-random-number-in-solana-on-chain-program,5,2,2654,2022/1/13 16:30,"random, blockchain, smartcontracts, solana, contract",Uncategorized
69870212,Transferring SPL Token using @Solana\web3.js,https://stackoverflow.com/questions/69870212/transferring-spl-token-using-solana-web3-js,1,1,2630,2021/11/7 14:17,"javascript, blockchain, web3js, solana",Uncategorized
64121667,How to get a public key from private key and/or account id in NEAR protocol?,https://stackoverflow.com/questions/64121667/how-to-get-a-public-key-from-private-key-and-or-account-id-in-near-protocol,6,1,2598,2020/9/29 22:26,"blockchain, nearprotocol",Uncategorized
69874762,How to send USDC-SPL using @solana-labs/web3.js,https://stackoverflow.com/questions/69874762/how-to-send-usdc-spl-using-solana-labs-web3-js,2,1,2594,2021/11/8 1:13,solana,Uncategorized
71374163,How to request transfer of NFT using @solana/web3.js,https://stackoverflow.com/questions/71374163/how-to-request-transfer-of-nft-using-solana-web3-js,2,1,2593,2022/3/7 5:01,"nft, solana-web3js",Uncategorized
70331148,Solana Anchor: how can a program check approved token allowance given by an user?,https://stackoverflow.com/questions/70331148/solana-anchor-how-can-a-program-check-approved-token-allowance-given-by-an-user,2,1,2587,2021/12/13 15:23,"rust, anchor, solana",Uncategorized
70792007,"How do I close an account, empty the rent into a wrapped sol account, and then sync it?",https://stackoverflow.com/questions/70792007/how-do-i-close-an-account-empty-the-rent-into-a-wrapped-sol-account-and-then-s,2,2,2566,2022/1/21 3:03,solana,Uncategorized
72638013,"How to generate keyphrase, mnemonic, seed, private key and public key on the Solana Blockchain",https://stackoverflow.com/questions/72638013/how-to-generate-keyphrase-mnemonic-seed-private-key-and-public-key-on-the-sol,-7,1,2554,2022/6/16 5:26,"javascript, blockchain, solana, solana-web3js, solana-program-library",Uncategorized
72723615,wasm-pack install problem - failed to run custom build command for `openssl-sys v0.9.74`,https://stackoverflow.com/questions/72723615/wasm-pack-install-problem-failed-to-run-custom-build-command-for-openssl-sys,1,0,2554,2022/6/23 9:38,"rust, openssl, rust-cargo, wasm-pack",Uncategorized
70799077,How to transfer NFT spl-token using phantom wallet and solana web3js,https://stackoverflow.com/questions/70799077/how-to-transfer-nft-spl-token-using-phantom-wallet-and-solana-web3js,2,1,2549,2022/1/21 17:30,"javascript, solana, solana-web3js, solana-program-library, phantom-wallet",Uncategorized
72710099,Subscribe to events/logs in solana from Typescript code,https://stackoverflow.com/questions/72710099/subscribe-to-events-logs-in-solana-from-typescript-code,1,2,2538,2022/6/22 13:25,"events, solana, solana-web3js, anchor-solana",Uncategorized
70923875,Solana spl token transfer python,https://stackoverflow.com/questions/70923875/solana-spl-token-transfer-python,1,1,2532,2022/1/31 17:43,"python, solana, nft",Uncategorized
69090447,is there a way to add token info to the solana devnet like on the mainnet?,https://stackoverflow.com/questions/69090447/is-there-a-way-to-add-token-info-to-the-solana-devnet-like-on-the-mainnet,1,2,2518,2021/9/7 22:55,"token, blockchain, solana",Uncategorized
69636415,Solana - How to get token balance for a foreign account?,https://stackoverflow.com/questions/69636415/solana-how-to-get-token-balance-for-a-foreign-account,-1,3,2515,2021/10/20 3:05,"blockchain, solana",Uncategorized
70312935,Requesting airdrop of 1 SOL on the devnet,https://stackoverflow.com/questions/70312935/requesting-airdrop-of-1-sol-on-the-devnet,1,2,2515,2021/12/11 13:55,"wallet, solana, airdrop",Uncategorized
